"","Block_Nummer","Block_Einwohnerzahl","Wahlbezirk_Nummer","Wahlbezirk_Bloeckezahl","Wahlbezirk_Einwohnerzahl","Wahlbezirk_Uebervoelkert","Block_Nachbar_1","Block_Nachbar_2","Block_Nachbar_3","Block_Nachbar_4","Block_Nachbar_5","Block_Nachbar_6","Block_Nachbar_7","Block_Nachbar_8","Block_Nachbar_9","Block_Nachbar_10","Block_Nachbar_11","Block_Nachbar_12","Block_Nachbar_13","Block_Nachbar_1_Wahlbezirk","Block_Nachbar_2_Wahlbezirk","Block_Nachbar_3_Wahlbezirk","Block_Nachbar_4_Wahlbezirk","Block_Nachbar_5_Wahlbezirk","Block_Nachbar_6_Wahlbezirk","Block_Nachbar_7_Wahlbezirk","Block_Nachbar_8_Wahlbezirk","Block_Nachbar_9_Wahlbezirk","Block_Nachbar_10_Wahlbezirk","Block_Nachbar_11_Wahlbezirk","Block_Nachbar_12_Wahlbezirk","Block_Nachbar_13_Wahlbezirk","Optimized_Wahlbezirk_1","Optimized_Wahlbezirk_2","Optimized_Wahlbezirk_3","Optimized_Wahlbezirk_4","Optimized_Wahlbezirk_5","Optimized_Wahlbezirk_6"
"918","074217",103,"1403",21,2071,0,"074204","074205","074206","074216","074218","074239","074240","074241",NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","074218",79,"1403",21,2071,0,"074219","074205","074206","074207","074217","074240","074241","074242",NA,NA,NA,NA,NA,"1403","1403","1403","1403","1403","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","074220",310,"1404",18,2126,0,"074160","074219","074207","074208","074221","074242","074243","074244",NA,NA,NA,NA,NA,"1403","1403","1403","1403","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","074221",409,"1404",18,2126,0,"074160","074161","074208","074220","074222","074244","074245","074260","074265","074266",NA,NA,NA,"1403","1408","1403","1404","1416","1404","1395","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","074222",66,"1416",16,1758,0,"074161","074209","074221","074223","074224","074245","074246","074266",NA,NA,NA,NA,NA,"1408","1408","1404","1416","1416","1395","1395","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","074223",171,"1416",16,1758,0,"074161","074209","074222","074224","074225","074620",NA,NA,NA,NA,NA,NA,NA,"1408","1408","1416","1416","1416","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","074224",28,"1416",16,1758,0,"074222","074223","074225","074245","074246",NA,NA,NA,NA,NA,NA,NA,NA,"1416","1416","1416","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","074225",123,"1416",16,1758,0,"074223","074224","074226","074232","074246","074613","074620",NA,NA,NA,NA,NA,NA,"1416","1416","1416","1416","1395","1398","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","074226",70,"1416",16,1758,0,"074225","074227","074232","074233","074613","074614","074620",NA,NA,NA,NA,NA,NA,"1416","1416","1416","1416","1398","1398","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","074227",49,"1416",16,1758,0,"074226","074232","074233","074613","074614",NA,NA,NA,NA,NA,NA,NA,NA,"1416","1416","1416","1398","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","074229",73,"1412",9,2048,0,"074211","074212","074230","074235","074236","074636",NA,NA,NA,NA,NA,NA,NA,"1412","1412","1412","1416","1416","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","074230",96,"1412",9,2048,0,"074211","074212","074229","074231","074235","074236","074237",NA,NA,NA,NA,NA,NA,"1412","1412","1412","1412","1416","1416","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","074231",54,"1412",9,2048,0,"074212","074213","074214","074230","074236","074237",NA,NA,NA,NA,NA,NA,NA,"1412","1390","1390","1412","1416","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","074232",52,"1416",16,1758,0,"074225","074226","074227","074233","074246","074247",NA,NA,NA,NA,NA,NA,NA,"1416","1416","1416","1416","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","074233",75,"1416",16,1758,0,"074211","074226","074227","074232","074247","074248","074252","074614","074627","074636",NA,NA,NA,"1412","1416","1416","1416","1395","1395","1395","1398","1400","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","074235",130,"1416",16,1758,0,"074229","074230","074236","074255","074256","074636",NA,NA,NA,NA,NA,NA,NA,"1412","1412","1416","1416","1416","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","074236",103,"1416",16,1758,0,"074229","074230","074231","074235","074255","074256","074257",NA,NA,NA,NA,NA,NA,"1412","1412","1412","1416","1416","1416","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","074237",123,"1416",16,1758,0,"074213","074214","074230","074231","074238","074256","074257","074258",NA,NA,NA,NA,NA,"1390","1390","1412","1412","1390","1416","1416","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","074238",86,"1390",10,2189,0,"074214","074215","074237","074258","074259","074299",NA,NA,NA,NA,NA,NA,NA,"1390","1390","1416","1416","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","074239",45,"1404",18,2126,0,"074216","074217","074240","074261",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1403","1403","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","074240",99,"1404",18,2126,0,"074216","074217","074218","074239","074241","074261",NA,NA,NA,NA,NA,NA,NA,"1403","1403","1403","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","074241",66,"1404",18,2126,0,"074219","074217","074218","074240","074242","074260","074261",NA,NA,NA,NA,NA,NA,"1403","1403","1403","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","074242",98,"1404",18,2126,0,"074219","074218","074220","074241","074243","074260","074261",NA,NA,NA,NA,NA,NA,"1403","1403","1404","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","074243",103,"1404",18,2126,0,"074219","074220","074242","074244",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1403","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","074244",132,"1404",18,2126,0,"074220","074221","074243","074260","074265","074266",NA,NA,NA,NA,NA,NA,NA,"1404","1404","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","074245",56,"1395",25,1790,0,"074221","074222","074224","074246","074249","074266","074267","074268",NA,NA,NA,NA,NA,"1404","1416","1416","1395","1395","1404","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","074246",67,"1395",25,1790,0,"074222","074224","074225","074232","074245","074247","074249","074250",NA,NA,NA,NA,NA,"1416","1416","1416","1416","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","074247",64,"1395",25,1790,0,"074232","074233","074246","074248","074249","074250","074251",NA,NA,NA,NA,NA,NA,"1416","1416","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","074248",55,"1395",25,1790,0,"074233","074247","074250","074251","074252","074636",NA,NA,NA,NA,NA,NA,NA,"1416","1395","1395","1395","1395","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","074249",72,"1395",25,1790,0,"074245","074246","074247","074250","074267","074268","074269","074270",NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","074250",84,"1395",25,1790,0,"074246","074247","074248","074249","074251","074268","074269","074270","074271",NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","074251",52,"1395",25,1790,0,"074247","074248","074250","074252","074270","074271","074272",NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","074252",28,"1395",25,1790,0,"074233","074248","074251","074271","074272","074636","074637",NA,NA,NA,NA,NA,NA,"1416","1395","1395","1395","1395","1416","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","074255",111,"1416",16,1758,0,"074235","074236","074256","074275","074276","074636","074637",NA,NA,NA,NA,NA,NA,"1416","1416","1416","1399","1399","1416","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","074256",175,"1416",16,1758,0,"074235","074236","074237","074255","074257","074275","074276","074277",NA,NA,NA,NA,NA,"1416","1416","1416","1416","1416","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","074257",69,"1416",16,1758,0,"074236","074237","074256","074258","074276","074277","074278",NA,NA,NA,NA,NA,NA,"1416","1416","1416","1416","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","074258",94,"1416",16,1758,0,"074214","074237","074238","074257","074278","074299",NA,NA,NA,NA,NA,NA,NA,"1390","1416","1390","1416","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","074259",73,"1399",12,2271,0,"074215","074238","074299","074300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1390","1390","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","074260",125,"1404",18,2126,0,"074221","074241","074242","074244","074261","074262","074263","074265","074266",NA,NA,NA,NA,"1404","1404","1404","1404","1404","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","074261",131,"1404",18,2126,0,"074239","074240","074241","074242","074260","074262","074264","074279",NA,NA,NA,NA,NA,"1404","1404","1404","1404","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","074262",48,"1404",18,2126,0,"074260","074261","074263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","074263",48,"1404",18,2126,0,"074260","074262","074264","074265",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","074264",89,"1404",18,2126,0,"074261","074263","074265","074279","074280",NA,NA,NA,NA,NA,NA,NA,NA,"1404","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","074265",146,"1404",18,2126,0,"074221","074244","074260","074263","074264","074266","074279","074280","074281",NA,NA,NA,NA,"1404","1404","1404","1404","1404","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","074266",64,"1404",18,2126,0,"074221","074222","074244","074245","074260","074265","074267","074280","074281",NA,NA,NA,NA,"1404","1416","1404","1395","1404","1404","1395","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","074267",198,"1395",25,1790,0,"074245","074249","074266","074268","074281","074282","074286","074287","074292",NA,NA,NA,NA,"1395","1395","1404","1395","1404","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","074268",88,"1395",25,1790,0,"074245","074249","074250","074267","074269","074282","074283",NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","074269",42,"1395",25,1790,0,"074249","074250","074268","074270","074282","074283",NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","074270",68,"1395",25,1790,0,"074249","074250","074251","074269","074271","074283",NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","074271",44,"1395",25,1790,0,"074250","074251","074252","074270","074272","074284",NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","074272",70,"1395",25,1790,0,"074251","074252","074271","074284","074285","074636","074637",NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1416","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","074275",106,"1399",12,2271,0,"074255","074256","074276","074296","074297","074636","074637",NA,NA,NA,NA,NA,NA,"1416","1416","1399","1399","1399","1416","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","074276",110,"1399",12,2271,0,"074255","074256","074257","074275","074277","074296","074297","074298",NA,NA,NA,NA,NA,"1416","1416","1416","1399","1399","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","074277",100,"1399",12,2271,0,"074256","074257","074276","074278","074297","074298","074299",NA,NA,NA,NA,NA,NA,"1416","1416","1399","1399","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","074278",127,"1399",12,2271,0,"074257","074258","074277","074298","074299",NA,NA,NA,NA,NA,NA,NA,NA,"1416","1416","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","074279",57,"1404",18,2126,0,"074261","074264","074265","074280",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","074280",81,"1404",18,2126,0,"074264","074265","074266","074279","074281",NA,NA,NA,NA,NA,NA,NA,NA,"1404","1404","1404","1404","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","074281",75,"1404",18,2126,0,"074265","074266","074267","074280",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1404","1404","1395","1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","074282",62,"1395",25,1790,0,"074267","074268","074269","074283","074286","074287",NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","074283",76,"1395",25,1790,0,"074268","074269","074270","074282","074284","074286","074287","074288",NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","074284",82,"1395",25,1790,0,"074271","074272","074283","074285","074288","074289",NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","074285",61,"1395",25,1790,0,"074272","074284","074288","074289","074637",NA,NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","074286",51,"1395",25,1790,0,"074267","074282","074283","074287","074292",NA,NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","074287",48,"1395",25,1790,0,"074267","074282","074283","074286","074288","074290","074292","074293",NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","074288",115,"1395",25,1790,0,"074283","074284","074285","074287","074289","074290","074637",NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1395","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","074289",100,"1395",25,1790,0,"074284","074285","074288","074290","074637",NA,NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","074290",120,"1395",25,1790,0,"074287","074288","074289","074292","074293","074637",NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","074292",42,"1395",25,1790,0,"074267","074286","074287","074290","074293",NA,NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1395","1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","074293",45,"1395",25,1790,0,"074287","074290","074292","074637",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1395","1395","1395","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","074296",64,"1399",12,2271,0,"074275","074276","074297","074301","074637",NA,NA,NA,NA,NA,NA,NA,NA,"1399","1399","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","074297",107,"1399",12,2271,0,"074275","074276","074277","074296","074298","074301",NA,NA,NA,NA,NA,NA,NA,"1399","1399","1399","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","074298",89,"1399",12,2271,0,"074276","074277","074278","074297","074299","074301",NA,NA,NA,NA,NA,NA,NA,"1399","1399","1399","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","074299",186,"1399",12,2271,0,"074215","074238","074258","074259","074277","074278","074298","074300","074301",NA,NA,NA,NA,"1390","1390","1416","1399","1399","1399","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","074300",76,"1399",12,2271,0,"074259","074299","074301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","074301",18,"1399",12,2271,0,"074296","074297","074298","074299","074300","074637",NA,NA,NA,NA,NA,NA,NA,"1399","1399","1399","1399","1399","1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","074601",152,"1413",14,2201,0,"074107","074602","074619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1413","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","074602",474,"1413",14,2201,0,"074090","074091","074092","074095","074107","074138","074601","074619",NA,NA,NA,NA,NA,"1388","1388","1388","1388","1413","1400","1413","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","074603",307,"1414",24,2660,1,"074085","074087","074102","074104","074130","074161","074604","074605","074628","074629",NA,NA,NA,"1414","1388","1414","1413","1394","1408","1413","1413","1414","1414",NA,NA,NA,"1388","1413","1394","1408",NA,NA
"996","074604",225,"1413",14,2201,0,"074087","074104","074123","074130","074603","074605",NA,NA,NA,NA,NA,NA,NA,"1388","1413","1413","1394","1414","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","074605",228,"1413",14,2201,0,"074104","074123","074130","074132","074603","074604",NA,NA,NA,NA,NA,NA,NA,"1413","1413","1394","1394","1414","1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","074608",1194,"1394",4,1781,0,"074132","074134","074135","074162","074179","074609","074611","074619","074620",NA,NA,NA,NA,"1394","1413","1413","1408","1408","1408","1398","1413","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","074609",1078,"1408",6,2292,0,"074161","074162","074179","074209","074608","074610","074611",NA,NA,NA,NA,NA,NA,"1408","1408","1408","1408","1394","1408","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","074610",348,"1408",6,2292,0,"074209","074609","074611","074620",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1408","1408","1398","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","074611",485,"1398",4,2171,0,"074209","074608","074609","074610","074620",NA,NA,NA,NA,NA,NA,NA,NA,"1408","1394","1408","1408","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","074613",157,"1398",4,2171,0,"074225","074226","074227","074614","074620",NA,NA,NA,NA,NA,NA,NA,NA,"1416","1416","1416","1398","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","074614",343,"1398",4,2171,0,"074226","074227","074233","074613","074620","074627","074636",NA,NA,NA,NA,NA,NA,"1416","1416","1416","1398","1398","1400","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","074617",119,"1409",7,2947,1,"074077","074078","074079","074096","074618",NA,NA,NA,NA,NA,NA,NA,NA,"1388","1388","1388","1409","1409",NA,NA,NA,NA,NA,NA,NA,NA,"1388",NA,NA,NA,NA,NA
"1005","074618",169,"1409",7,2947,1,"074078","074079","074080","074096","074098","074110","074617",NA,NA,NA,NA,NA,NA,"1388","1388","1418","1409","1409","1409","1409",NA,NA,NA,NA,NA,NA,"1388","1418",NA,NA,NA,NA
"1006","074619",286,"1413",14,2201,0,"074095","074138","074601","074602","074608","074620",NA,NA,NA,NA,NA,NA,NA,"1388","1400","1413","1413","1394","1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","074620",1186,"1398",4,2171,0,"074209","074223","074225","074226","074608","074610","074611","074613","074614","074619","074626","074627",NA,"1408","1416","1416","1416","1394","1408","1398","1398","1398","1413","1400","1400",NA,NA,NA,NA,NA,NA,NA
"1008","074622",163,"1400",10,2047,0,"074185","074169","074211","074623","074627",NA,NA,NA,NA,NA,NA,NA,NA,"1412","1400","1412","1412","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","074623",1025,"1412",9,2048,0,"074185","074169","074200","074211","074212","074213","074622","074624","074625",NA,NA,NA,NA,"1412","1400","1390","1412","1412","1390","1400","1412","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","074624",284,"1412",9,2048,0,"074185","074200","074623","074625","074633",NA,NA,NA,NA,NA,NA,NA,NA,"1412","1390","1412","1390","1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","074625",53,"1390",10,2189,0,"074199","074200","074623","074624","074633","074634",NA,NA,NA,NA,NA,NA,NA,"1390","1390","1412","1412","1417","1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","074626",333,"1400",10,2047,0,"074138","074144","074145","074169","074620","074627",NA,NA,NA,NA,NA,NA,NA,"1400","1400","1406","1400","1398","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","074627",223,"1400",10,2047,0,"074169","074211","074233","074614","074620","074622","074626","074636",NA,NA,NA,NA,NA,"1400","1412","1416","1398","1398","1400","1400","1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","074628",65,"1414",24,2660,1,"074087","074603","074629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1388","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1388",NA,NA,NA,NA,NA
"1015","074629",220,"1414",24,2660,1,"074066","074067","074068","074085","074087","074102","074603","074628",NA,NA,NA,NA,NA,"1414","1414","1414","1414","1388","1414","1414","1414",NA,NA,NA,NA,NA,"1388",NA,NA,NA,NA,NA
"1016","074630",278,"1418",23,2367,0,"074031","074037","074062","074083","074642",NA,NA,NA,NA,NA,NA,NA,NA,"1418","1418","1418","1418","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","074633",976,"1417",2,2457,0,"074145","074147","074148","074185","074169","074171","074199","074624","074625","074634","074635",NA,NA,"1406","1406","1406","1412","1400","1412","1390","1412","1390","1417","1390",NA,NA,NA,NA,NA,NA,NA,NA
"1018","074634",1481,"1417",2,2457,0,"074199","074202","074625","074633","074635",NA,NA,NA,NA,NA,NA,NA,NA,"1390","1390","1390","1417","1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","074635",1360,"1390",10,2189,0,"074148","074149","074150","074199","074201","074202","074215","074633","074634",NA,NA,NA,NA,"1406","1406","1406","1390","1390","1390","1390","1417","1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","074636",319,"1416",16,1758,0,"074211","074229","074233","074235","074248","074252","074255","074272","074275","074614","074627","074637",NA,"1412","1412","1416","1416","1395","1395","1416","1395","1399","1398","1400","1399",NA,NA,NA,NA,NA,NA,NA
"1021","074637",1215,"1399",12,2271,0,"074252","074255","074272","074275","074285","074288","074289","074290","074293","074296","074301","074636",NA,"1395","1416","1395","1399","1395","1395","1395","1395","1395","1399","1399","1416",NA,NA,NA,NA,NA,NA,NA
"1022","074642",1239,"1409",7,2947,1,"074081","074082","074083","074098","074110","074630","074643","074645",NA,NA,NA,NA,NA,"1418","1418","1418","1409","1409","1418","1406","1406",NA,NA,NA,NA,NA,"1418","1406",NA,NA,NA,NA
"1023","074643",72,"1406",17,2140,0,"074110","074111","074112","074113","074642","074644",NA,NA,NA,NA,NA,NA,NA,"1409","1400","1406","1406","1409","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","074644",92,"1406",17,2140,0,"074112","074113","074643","074645",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1406","1406","1406","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","074645",109,"1406",17,2140,0,"074113","074642","074644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1406","1409","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","070600",230,"1453",14,2310,0,"070091","070092","070110","070111","070649","070611",NA,NA,NA,NA,NA,NA,NA,"1453","1453","1453","1453","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","070611",211,"1453",14,2310,0,"070092","070093","070649","070600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1453","1453","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","058600",375,"1447",6,1945,0,"057164","057165","057166","057193","057202","058908",NA,NA,NA,NA,NA,NA,NA,"1481","1449","1449","1447","1489","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","071001",48,"1500",7,2281,0,"070070","070042","070058","070076","070625","070637","071611","071612","071613","071002",NA,NA,NA,"1500","1462","1500","1445","1500","1462","1445","1445","1445","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","071002",6,"1500",7,2281,0,"068133","068630","070016","070017","070018","071611","071612","071001",NA,NA,NA,NA,NA,"1465","1465","1482","1450","1450","1445","1445","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
